,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,price_m,delivery_m,effectiveness_m,ease of use_m,sentiment
1704,Garden,79151,Kentucky 31 Tall Fescue,http://www.homedepot.com/p/306924565,Homedepot,Pennington Grass,204711452,306924565,Yes,2022-04-01T00:00:00,2022,4,13,It never sprouted it has been down 2 weeks $50 bucks in seed another 10 for straw wasted 60 buck plus gas time and water.,Poor quality seed dont buy,organic reviews,10.82,1,0,0,0,No,poor quality seed dont buy,4/1/2022,5,0.4954735338687897,0.0166263822466135,0.0023312433622777,0.0018347514560446,Negative
1706,Garden,80056,Pennington Seed Starter Mat,http://www.homedepot.com/p/100662155,Homedepot,Pennington Grass,100662155,100662155,No,2022-04-05T00:00:00,2022,4,14,"Despite using landscaping staples as instructed, the product was so...","Despite using landscaping staples as instructed, the product was so light that it would lift with the slightest wind and blow away",organic reviews,21.99,1,0,0,0,No,"despite using landscaping staples as instructed, the product was so light that it would lift with the slightest wind and blow away",4/5/2022,22,0.0200444906949996,0.0268323961645364,0.559156596660614,0.2662622630596161,Neutral
1722,Garden,65766,"Pennington Smart Patch Dense Shade Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Dense-Shade-5-LB/5005478563,Lowes,Pennington Grass,5005478563,5005478563,Yes,2021-10-26T00:00:00,2021,10,43,Not as good as hoped,"[This review was collected as part of a promotion.] The spread on this is really nice and convenient but the grass growth is not a quick as stated on the label. Could be a lack of something I am doing, not sure, but I have followed directions as described. Maybe it works better for someone else",syndicated reviews,16.98,3,0,0,0,Yes,"[this review was collected as part of a promotion.] the spread on this is really nice and convenient but the grass growth is not a quick as stated on the label. could be a lack of something i am doing, not sure, but i have followed directions as described. maybe it works better for someone else",10/26/2021,56,0.0425298511981964,0.0462110638618469,0.2880501747131347,0.5368813276290894,Positive
1725,Garden,78387,"Eliminator Ready-to-Use Weed and Grass Killer Herbicide, 1.33 Gallon Refill",https://www.walmart.com//ip/Eliminator-Ready-to-Use-Weed-and-Grass-Killer-Herbicide-1-33-Gallon-Refill/252212611?selected=true,Walmart,Eliminator,252212611,599339955,Yes,2022-03-27T00:00:00,2022,3,12,Didnt work as advertised,Didnt work. Followed directions according to label exactly. Grass weeds in bed remain. Wouldnt buy again. Will return to store for refund.,organic reviews,8.92,1,0,0,0,No,didnt work. followed directions according to label exactly. grass weeds in bed remain. wouldnt buy again. will return to store for refund.,3/27/2022,22,0.6372012495994568,0.3231901824474334,0.2837442457675934,0.1433056592941284,Negative
1728,Garden,65001,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Sun-and-Shade-5-LB/5005480037,Lowes,Pennington Grass,5005480037,5005480037,Yes,2021-11-10T00:00:00,2021,11,45,Might have got it down to late.,"[This review was collected as part of a promotion.] I cant really say how well these grass seeds will grow in the long run. So far Ive put the seeds down in bare spots I had on my lawn...Its been about a week. With having rain and me watering when needed, I dont see any growth yet. the weather was pretty warm but we had a few days where it did drop pretty low.",syndicated reviews,16.98,4,0,0,0,Yes,"[this review was collected as part of a promotion.] i cant really say how well these grass seeds will grow in the long run. so far ive put the seeds down in bare spots i had on my lawn...its been about a week. with having rain and me watering when needed, i dont see any growth yet. the weather was pretty warm but we had a few days where it did drop pretty low.",11/10/2021,74,0.3856917023658752,0.1554541140794754,0.551904559135437,0.0346396416425704,Negative
1733,Garden,78420,Pennington Classic Peanuts,https://www.walmart.com//ip/Pennington-Shelled-Peanuts-Wildlife-and-Wild-Bird-Food-5-lb-Bag/287682415?selected=true,Walmart,Pennington Bird,287682415,287682415,No,2022-03-21T00:00:00,2022,3,12,Just Missed 5 Stars,"This seed mix has an excellent variety, with one exception, far too much filler millet which the birds leave uneaten. I noticed the ingredient list placed it in 2nd place after sunflower seed, but didnt realize the quantity until all other seed was eaten. Millet is a filler in cheaper birdseed, which costs far less than better blends. At $19.98 for 15 lbs, this brand should have been in line with its pricing.Returning to Pennington Songbird Blend which is always reliable.",organic reviews,10.27,4,0,0,0,No,"this seed mix has an excellent variety, with one exception, far too much filler millet which the birds leave uneaten. i noticed the ingredient list placed it in 2nd place after sunflower seed, but didnt realize the quantity until all other seed was eaten. millet is a filler in cheaper birdseed, which costs far less than better blends. at $19.98 for 15 lbs, this brand should have been in line with its pricing.returning to pennington songbird blend which is always reliable.",3/21/2022,81,0.0777650624513626,0.1203271225094795,0.4897574484348297,0.0138946631923317,Positive
1736,Garden,66748,Pennington Mealworm Pouch Wild Bird,https://www.walmart.com//ip/Pennington-Mealworms-Wild-Bird-Food-17-6-oz-Bag/642853603?selected=true,Walmart,Pennington Bird,642853603,503445691,No,2021-09-21T00:00:00,2021,9,38,,Box was left OUTSIDE of my building. No intercom was used to let me know the box was there. This is not acceptable.  Had I not left the building I would not have seen two boxes out there.,organic reviews,11.84,1,0,0,0,No,box was left outside of my building. no intercom was used to let me know the box was there. this is not acceptable.  had i not left the building i would not have seen two boxes out there.,9/21/2021,39,0.0369134172797203,0.0410238243639469,0.0768721252679824,0.0014097025850787,Negative
1745,Garden,140018,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com.com/dp/B000NCUVB8,Amazon,Moss Out,B000NCUVB8,B000NCUVB8,No,2022-06-08T00:00:00,2022,6,23,Still waiting,"I sprayed the moss last week, still waiting for it to die.",organic reviews,21.88,3,0,0,0,No,"i sprayed the moss last week, still waiting for it to die.",6/8/2022,12,0.1778225749731063,0.1217934861779213,0.6043155193328857,0.0984644219279289,Negative
1747,Garden,131098,"Pennington Smart Patch Bermudagass Mix, 30 lb",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713429,317713416,Yes,2022-05-15T00:00:00,2022,5,19,Not impressed,"I have a big shade tree that prevents the grass for growing underneath. I figured that this seed might do the trick. After three weeks of watering diligently, all that came up was some ""peach fuzz"" in a few small areas. I had taken some before and after photos hoping to show a miraculous difference but there was none. Maybe is would work better in a  climate other than South Florida.",organic reviews,28.98,2,1,0,1,No,"i have a big shade tree that prevents the grass for growing underneath. i figured that this seed might do the trick. after three weeks of watering diligently, all that came up was some ""peach fuzz"" in a few small areas. i had taken some before and after photos hoping to show a miraculous difference but there was none. maybe is would work better in a  climate other than south florida.",5/15/2022,72,0.5477349758148193,0.2152475863695144,0.5558201670646667,0.0327375009655952,Neutral
1749,Garden,77100,Contractors Mix Central 20lb bag,http://www.homedepot.com/p/204711431,Homedepot,Pennington Grass,204711431,204711431,Yes,2022-03-15T00:00:00,2022,3,11,I would not buy this product,"I didnt understand why my re-seeded areas were lighter in color and died in the summer. Finally, a customer demanded to know the mix: perennial ryegrass, annual ryegrass, and a teensy bit of tall fescue. This is mostly junk grass and a waste of time and money.",syndicated reviews,44.97,1,0,0,0,No,"i didnt understand why my re-seeded areas were lighter in color and died in the summer. finally, a customer demanded to know the mix: perennial ryegrass, annual ryegrass, and a teensy bit of tall fescue. this is mostly junk grass and a waste of time and money.",3/15/2022,47,0.1152670755982399,0.0220188461244106,0.0611207671463489,0.002254017163068,Negative
1751,Garden,66148,Pennington Classic Wild Bird Feed 20lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-20-lb-Bag/17256227?selected=true,Walmart,Pennington Bird,17256227,16794608,Yes,2021-08-07T00:00:00,2021,8,31,Flipping The Bird.,"I like that the seeds are smaller.  Why?  It takes the birds longer to eat it and thus gives you more ""viewing pleasure.""",organic reviews,10.97,5,0,0,0,No,"i like that the seeds are smaller.  why?  it takes the birds longer to eat it and thus gives you more ""viewing pleasure.""",8/7/2021,25,0.010308789089322,0.2855210602283478,0.3320782482624054,0.0236778873950243,Positive
1755,Garden,49416,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",http://www.homedepot.com/p/t/317713416,Homedepot,Pennington Grass,317713416,317713416,No,2021-11-10T00:00:00,2021,11,45,Might have got it down to late.,"[This review was collected as part of a promotion.] I cant really say how well these grass seeds will grow in the long run. So far Ive put the seeds down in bare spots I had on my lawn...Its been about a week. With having rain and me watering when needed, I dont see any growth yet. the weather was pretty warm but we had a few days where it did drop pretty low.",syndicated reviews,0.0,4,0,0,0,Yes,"[this review was collected as part of a promotion.] i cant really say how well these grass seeds will grow in the long run. so far ive put the seeds down in bare spots i had on my lawn...its been about a week. with having rain and me watering when needed, i dont see any growth yet. the weather was pretty warm but we had a few days where it did drop pretty low.",11/10/2021,74,0.3856917023658752,0.1554541140794754,0.551904559135437,0.0346396416425704,Negative
1756,Garden,111397,Smart Seed Sun & Shade Mixture 20lb bag,http://www.homedepot.com/p/314933321,Homedepot,Pennington Grass,314933319,314933321,Yes,2022-05-02T00:00:00,2022,5,18,No results just yet...,"[This review was collected as part of a promotion.] I planted this grass seed that had recently undergone renovation from a garage re-build. 2.5 weekly later with almost daily watering I dont see any sprouts showing just yet, Im still able to clearly see the seed in the soil",syndicated reviews,68.47,2,0,0,0,Yes,"[this review was collected as part of a promotion.] i planted this grass seed that had recently undergone renovation from a garage re-build. 2.5 weekly later with almost daily watering i dont see any sprouts showing just yet, im still able to clearly see the seed in the soil",5/2/2022,49,0.3130166828632355,0.0649509206414222,0.6826395988464355,0.3950856626033783,Neutral
1759,Garden,37614,Smart Seed Sun & Shade Mixture 7lb bag,http://www.homedepot.com/p/t/314933320,Homedepot,Pennington Grass,314933320,314933321,Yes,2021-10-30T00:00:00,2021,10,43,waiting for discounts for more seeds...,waiting for discounts for more seeds,organic reviews,24.98,4,0,0,0,No,waiting for discounts for more seeds,10/30/2021,6,0.574372410774231,0.004217421170324,0.0635462701320648,0.0227534044533967,Neutral
1763,Garden,73005,Alaska Fish Emulsion Fertilizer 5-1-1 Concentrate 1 Gallon,https://www.amazon.com/dp/B002RH0B26,Amazon,Pennington Fertilizer,B002RH0B26,B002RH0B26,No,2022-02-18T00:00:00,2022,2,7,Amazing but smells awful,"I love this stuff I get a gallon every year and it lasts the entire season, I must warn you to wear gloves and maybe even masks when applying it smells like sin. The awful fermented fish smell will make your hands stink for hours, and attract any stray cats in a 5-mile radius. I only use this on my plants each year and my plants are beautiful each year",organic reviews,0.0,5,0,0,0,No,"i love this stuff i get a gallon every year and it lasts the entire season, i must warn you to wear gloves and maybe even masks when applying it smells like sin. the awful fermented fish smell will make your hands stink for hours, and attract any stray cats in a 5-mile radius. i only use this on my plants each year and my plants are beautiful each year",2/18/2022,70,0.6867123246192932,0.1466484516859054,0.6866666078567505,0.0005366686964407,Positive
1772,Garden,132524,Lawn Booster Sun & Shade 35lb bag,http://www.homedepot.com/p/311569530,Homedepot,Pennington Grass,311569529,311569530,Yes,2022-05-26T00:00:00,2022,5,21,Good luck,This product is terrible I followed the instructions I what it more than it said I should have due to the dryness of the conditions of the weather two weeks later it still did not grow grass,organic reviews,49.97,1,0,0,0,No,this product is terrible i followed the instructions i what it more than it said i should have due to the dryness of the conditions of the weather two weeks later it still did not grow grass,5/26/2022,37,0.0931846424937248,0.1983170360326767,0.3175967633724212,0.0005560125573538,Negative
1773,Garden,80266,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026381,312026381,Yes,2022-04-05T00:00:00,2022,4,14,Has the usual amount of stems and other debris that clog up your feeder,About the same quality as all the other brands,organic reviews,12.98,4,0,0,0,No,about the same quality as all the other brands,4/5/2022,9,0.0028498233295977,0.2432559728622436,0.4355658888816833,0.0274466127157211,Neutral
