,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,other_m,align_type
252,Garden,141528,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-15T00:00:00,2022,6,24,I have used this product for years and it is...,I have used this product for years and it is very effective in controlling slugs.,organic reviews,23.97,5,0,0,0,No,i have used this product for years and it is very effective in controlling slugs.,2022-06-15,15,positive,,efficient,effective,,0.9974159598350525,,"('', 'efficient', 'effective', '', '')"
253,Garden,80170,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-05T00:00:00,2022,4,14,Slug and Snail killer,I spread this in my garden ... no snail or slug issues since. great stuff..!!,organic reviews,23.97,5,0,0,0,No,i spread this in my garden ... no snail or slug issues since. great stuff..!!,2022-04-05,15,positive,,efficient,effective,ease of use,0.9971729516983032,,"('', 'efficient', 'effective', 'ease of use', '')"
254,Garden,5246,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-08-16T00:00:00,2021,8,33,No problems,"Arrived quickly, as ordered. Works great.",organic reviews,11.96,5,0,0,0,No,"arrived quickly, as ordered. works great.",2021-08-16,6,positive,,efficient,effective,ease of use,0.9992137551307678,,"('', 'efficient', 'effective', 'ease of use', '')"
255,Garden,141514,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-22T00:00:00,2022,6,25,Great protect used to take care of the snails...,Great protect used to take care of the snails,organic reviews,23.97,5,0,0,0,No,great protect used to take care of the snails,2022-06-22,9,positive,,efficient,effective,,0.9919573068618774,,"('', 'efficient', 'effective', '', '')"
256,Garden,14283,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-07-30T00:00:00,2021,7,30,"I just used one time, and they finally gone...","I just used one time, and they finally gone",organic reviews,7.64,5,0,0,0,No,"i just used one time, and they finally gone",2021-07-30,9,neutral,,efficient,effective,ease of use,0.9725887179374695,,"('', 'efficient', 'effective', 'ease of use', '')"
257,Garden,79108,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-01T00:00:00,2022,4,13,Trying to used for gopher not working...,Trying to used for gopher not working,organic reviews,23.97,1,0,0,0,No,trying to used for gopher not working,2022-04-01,7,neutral,,,,,0.1831604391336441,other,"('', '', '', '', 'other')"
258,Garden,141511,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-23T00:00:00,2022,6,25,same as above,packages are way too small and way too expensive,organic reviews,23.97,5,0,0,0,No,packages are way too small and way too expensive,2022-06-23,9,negative,cost,,,,0.984582245349884,,"('cost', '', '', '', '')"
259,Garden,140090,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2022-06-01T00:00:00,2022,6,22,Worked,Slugs were eating my beans. Sprinkled some around the base of the plants and literally watched slugs come out and head for the bait. No slugs left!,organic reviews,8.99,5,0,0,1,No,slugs were eating my beans. sprinkled some around the base of the plants and literally watched slugs come out and head for the bait. no slugs left!,2022-06-01,27,negative,,efficient,effective,,0.991726279258728,,"('', 'efficient', 'effective', '', '')"
260,Garden,141525,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-30T00:00:00,2022,6,26,Corrys slug & Snail killer,Good for killing the large (African) snails The price has more than doubled since the last time I bought it,organic reviews,23.97,5,0,0,0,No,good for killing the large (african) snails the price has more than doubled since the last time i bought it,2022-06-30,20,negative,cost,efficient,effective,,0.9978837370872498,,"('cost', 'efficient', 'effective', '', '')"
261,Garden,14538,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/t/203636415,Homedepot,Corrys,203636415,203636436,Yes,2021-08-10T00:00:00,2021,8,32,Didnt get the top results as others ;(,"[This review was collected as part of a promotion.] Ok, Let me begin with the pros:1) Definitely attracted snails amoung other bugs.2) Only have to apply once every 2 1/2 + wks 3) Pet friendly Now unfortunately for the cons: 1) it attracts EVERY bug there is as if its food for them !! 2) Packaging could be a little better for the 6lb bag.",syndicated reviews,22.98,3,0,0,0,Yes,"[this review was collected as part of a promotion.] ok, let me begin with the pros:1) definitely attracted snails amoung other bugs.2) only have to apply once every 2 1/2 + wks 3) pet friendly now unfortunately for the cons: 1) it attracts every bug there is as if its food for them !! 2) packaging could be a little better for the 6lb bag.",2021-08-10,65,neutral,,,effective,ease of use,0.9408716559410095,,"('', '', 'effective', 'ease of use', '')"
262,Garden,14314,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-07-08T00:00:00,2021,7,27,Worked well. Just had to keep re-applying every week or...,Worked well. Just had to keep re-applying every week or 10 days. Needed something to last longer.,organic reviews,7.64,2,0,0,0,No,worked well. just had to keep re-applying every week or 10 days. needed something to last longer.,2021-07-08,17,positive,,efficient,effective,,0.9971344470977783,,"('', 'efficient', 'effective', '', '')"
263,Garden,14255,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-27T00:00:00,2021,6,25,Did a great job on removing the slugs....,Did a great job on removing the slugs.,organic reviews,7.64,5,0,0,0,No,did a great job on removing the slugs.,2021-06-27,8,positive,,efficient,effective,,0.9973468780517578,,"('', 'efficient', 'effective', '', '')"
264,Garden,5394,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-15T00:00:00,2021,7,28,Hostas saved!,"Saving my hostas! So easy to use, and you dont have to worry about it harming other plants or overspray or any of it. Sprinkle and go!",organic reviews,11.96,5,0,0,1,No,"saving my hostas! so easy to use, and you dont have to worry about it harming other plants or overspray or any of it. sprinkle and go!",2021-07-15,27,positive,,efficient,effective,ease of use,0.9982474446296692,,"('', 'efficient', 'effective', 'ease of use', '')"
265,Garden,141512,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-12T00:00:00,2022,6,23,used for a month,did not work at all made it worst looks like they ate it and multiplied,organic reviews,23.97,1,0,0,0,No,did not work at all made it worst looks like they ate it and multiplied,2022-06-12,15,negative,,,,,0.6781486868858337,other,"('', '', '', '', 'other')"
266,Garden,14422,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-02T00:00:00,2021,6,22,Kills the snails and slugs well but it turns moldy...,Kills the snails and slugs well but it turns moldy after a few days. I think this is not good for my plants.,organic reviews,7.64,4,0,0,0,No,kills the snails and slugs well but it turns moldy after a few days. i think this is not good for my plants.,2021-06-02,23,negative,cost,,effective,,0.8258002996444702,,"('cost', '', 'effective', '', '')"
267,Garden,77086,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-03-16T00:00:00,2022,3,11,Get rid of garden slugs,I use Corrys every spring and summer. Keeps slugs away.,organic reviews,7.97,5,0,0,0,No,i use corrys every spring and summer. keeps slugs away.,2022-03-16,10,neutral,,efficient,effective,,0.9957491159439087,,"('', 'efficient', 'effective', '', '')"
268,Garden,131589,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-19T00:00:00,2022,5,20,Slug killer,Not sure if it works.,organic reviews,13.97,1,0,0,0,No,not sure if it works.,2022-05-19,5,negative,,,,,0.6370143294334412,other,"('', '', '', '', 'other')"
269,Garden,68060,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-06-25T00:00:00,2021,6,25,To moss or not to moss.,"I am trying this product out to kill that moss that grows on my roof and sidewalks. I hope it works. I will update my review of it doesnt. This review was collected as part of a promotion, and the opinions are my own.",organic reviews,12.88,4,0,0,0,Yes,"i am trying this product out to kill that moss that grows on my roof and sidewalks. i hope it works. i will update my review of it doesnt. this review was collected as part of a promotion, and the opinions are my own.",2021-06-25,44,neutral,,,,,0.3024540841579437,other,"('', '', '', '', 'other')"
270,Garden,141459,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-23T00:00:00,2022,6,25,Effective but moldy?,"This is my go-to product to protect my gardens. It is very effective,  but in particularly wet seasons I have to apply more frequently.  I am not sure if it was our weather or the product but the pellets got fuzzy moldy which is gross when i used it around my vegetables.",organic reviews,7.97,5,0,0,0,No,"this is my go-to product to protect my gardens. it is very effective,  but in particularly wet seasons i have to apply more frequently.  i am not sure if it was our weather or the product but the pellets got fuzzy moldy which is gross when i used it around my vegetables.",2022-06-23,54,positive,,efficient,effective,,0.9928595423698425,,"('', 'efficient', 'effective', '', '')"
271,Garden,141507,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-22T00:00:00,2022,6,25,Big reduction of slugs outside of my house at night....,Big reduction of slugs outside of my house at night.,organic reviews,23.97,5,0,0,0,No,big reduction of slugs outside of my house at night.,2022-06-22,10,neutral,,efficient,effective,,0.9963111281394958,,"('', 'efficient', 'effective', '', '')"
272,Garden,14457,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-10-07T00:00:00,2021,10,40,Only got rid of some snails .still had many...,Only got rid of some snails .still had many,organic reviews,7.64,3,0,0,0,No,only got rid of some snails .still had many,2021-10-07,9,neutral,,,,,0.5751160979270935,other,"('', '', '', '', 'other')"
273,Garden,73130,3.5 lbs. Slug and Snail Killer,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-02-15T00:00:00,2022,2,7,Corrys does a decent job of removing slugs and snails....,Corrys does a decent job of removing slugs and snails.,organic reviews,11.96,4,0,0,0,No,corrys does a decent job of removing slugs and snails.,2022-02-15,10,neutral,,efficient,effective,,0.9984843730926514,,"('', 'efficient', 'effective', '', '')"
274,Garden,140201,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-27T00:00:00,2022,6,26,This Stuff Works!,"I was searching for a snail killer that wouldnt cost a fortune, but still works! This fit the bill and my Hostas look great!",organic reviews,25.98,5,0,0,0,No,"i was searching for a snail killer that wouldnt cost a fortune, but still works! this fit the bill and my hostas look great!",2022-06-27,24,positive,cost,efficient,effective,ease of use,0.995128870010376,,"('cost', 'efficient', 'effective', 'ease of use', '')"
275,Garden,14327,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-07-08T00:00:00,2021,7,27,"i applied this product but even after 3-4 days, i...","i applied this product but even after 3-4 days, i didnt see the results what i had expected.",organic reviews,7.64,3,0,0,0,No,"i applied this product but even after 3-4 days, i didnt see the results what i had expected.",2021-07-08,18,negative,,,,,0.5317539572715759,other,"('', '', '', '', 'other')"
276,Garden,131567,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-25T00:00:00,2022,5,21,Ive used this brand for years because it simply works...,Ive used this brand for years because it simply works,organic reviews,7.97,5,0,0,0,No,ive used this brand for years because it simply works,2022-05-25,10,positive,,efficient,effective,ease of use,0.9982922673225403,,"('', 'efficient', 'effective', 'ease of use', '')"
277,Garden,131575,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-12T00:00:00,2022,5,19,Kills slugs,It kills the slugs.It is easy to apply with a spreader.,organic reviews,13.97,5,0,0,0,No,it kills the slugs.it is easy to apply with a spreader.,2022-05-12,11,neutral,cost,efficient,effective,ease of use,0.9991042613983154,,"('cost', 'efficient', 'effective', 'ease of use', '')"
